Sample name	title	source name	organism	idat file 1	idat file 2	subexperiment	CORIELL_ID	cell_line	donor_age	donor_sex	culture_oxygen	culture_agent	culture_pctFBS	expression_vector	subculture	population_doublings	days_in_culture	batch_date 	growth protocol	treatment protocol	molecule	label	platform
205589740160_R01C01	FSF1_TERT_46	Skin, sacrum	Homo sapiens	205589740160_R01C01_Grn.idat	205589740160_R01C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2b	116.22	214	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205589730076_R08C01	FSF1_TERT_47	Skin, sacrum	Homo sapiens	205589730076_R08C01_Grn.idat	205589730076_R08C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2a	118.21	214	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205589740160_R03C01	FSF1_TERT_48	Skin, sacrum	Homo sapiens	205589740160_R03C01_Grn.idat	205589740160_R03C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2b	120.57	221	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205589740160_R02C01	FSF1_TERT_49	Skin, sacrum	Homo sapiens	205589740160_R02C01_Grn.idat	205589740160_R02C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2a	121.85	221	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205589740160_R05C01	FSF1_TERT_50	Skin, sacrum	Homo sapiens	205589740160_R05C01_Grn.idat	205589740160_R05C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2b	122.74	227	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205589740160_R04C01	FSF1_TERT_51	Skin, sacrum	Homo sapiens	205589740160_R04C01_Grn.idat	205589740160_R04C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2a	126.15	227	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205589740160_R07C01	FSF1_TERT_52	Skin, sacrum	Homo sapiens	205589740160_R07C01_Grn.idat	205589740160_R07C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2b	126.2	231	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205589740160_R06C01	FSF1_TERT_53	Skin, sacrum	Homo sapiens	205589740160_R06C01_Grn.idat	205589740160_R06C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2a	128.72	231	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205589730123_R01C01	FSF1_TERT_54	Skin, sacrum	Homo sapiens	205589730123_R01C01_Grn.idat	205589730123_R01C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2b	129.9	241	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205589740160_R08C01	FSF1_TERT_55	Skin, sacrum	Homo sapiens	205589740160_R08C01_Grn.idat	205589740160_R08C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2a	133.48	238	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205589730123_R03C01	FSF1_TERT_56	Skin, sacrum	Homo sapiens	205589730123_R03C01_Grn.idat	205589730123_R03C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2b	136.25	248	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205589730123_R02C01	FSF1_TERT_57	Skin, sacrum	Homo sapiens	205589730123_R02C01_Grn.idat	205589730123_R02C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2a	137.37	245	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
